Day       Month     Year      Tmin(C)        Tmax(C)        Prcp(mm)       RH(%)          SS(hrs)        Wind(m/s)      Et0(mm)        
5         2         2012      23.40          32.00          0.00           79.00          7.00           1.00           4.54           
6         2         2012      22.10          31.30          1.00           85.00          4.00           1.00           3.55           
7         2         2012      22.20          31.60          1.00           84.00          5.00           1.00           3.86           
8         2         2012      22.00          31.60          21.00          80.00          7.00           1.00           4.44           
9         2         2012      22.80          31.40          0.00           81.00          5.50           1.00           4.05           
10        2         2012      21.80          30.40          8.00           84.00          3.50           1.00           3.38           
11        2         2012      21.80          32.00          10.00          82.00          5.50           1.00           4.04           
12        2         2012      23.00          29.00          19.00          86.00          4.50           1.00           3.57           
13        2         2012      22.30          32.10          0.00           82.00          8.00           1.00           4.73           
14        2         2012      23.00          32.20          0.00           82.00          8.00           1.00           4.77           
15        2         2012      22.20          31.80          2.00           84.00          6.00           1.00           4.14           
16        2         2012      22.80          30.40          76.00          89.00          4.00           1.00           3.45           
17        2         2012      23.00          32.00          0.00           81.00          7.00           1.00           4.49           
18        2         2012      23.00          30.60          0.00           80.00          2.50           1.00           3.22           
19        2         2012      22.40          30.00          87.00          92.00          4.00           1.00           3.36           
20        2         2012      21.40          30.40          2.00           88.00          1.50           1.00           2.76           
21        2         2012      21.80          32.00          1.00           85.00          4.50           1.00           3.71           
22        2         2012      22.50          31.20          2.00           86.00          1.50           1.00           2.85           
23        2         2012      23.00          31.40          37.00          88.00          4.00           0.00           3.42           
24        2         2012      23.00          33.60          8.00           84.00          3.00           0.00           3.17           
25        2         2012      22.40          33.40          0.00           86.00          7.50           1.00           4.63           
26        2         2012      21.80          32.00          55.00          92.00          5.00           1.00           3.72           
27        2         2012      22.00          32.20          5.00           84.00          4.00           1.00           3.60           
28        2         2012      21.80          32.60          39.00          86.00          7.30           1.00           4.48           
29        2         2012      22.40          31.00          0.00           87.00          6.00           1.00           4.02           
1         3         2012      23.50          30.00          16.00          84.00          6.00           0.00           3.93           
2         3         2012      22.20          33.00          9.00           86.00          2.30           0.00           2.91           
3         3         2012      22.60          32.50          0.00           84.00          1.50           1.00           2.93           
4         3         2012      22.20          31.60          15.00          86.00          4.00           0.00           3.36           
5         3         2012      22.00          31.60          0.00           84.00          4.50           1.00           3.67           
6         3         2012      22.00          30.40          5.00           83.00          1.00           1.00           2.70           
7         3         2012      22.40          32.20          51.00          84.00          3.20           1.00           3.36           
8         3         2012      23.20          32.00          12.00          91.00          0.00           0.00           2.21           
9         3         2012      23.00          32.00          5.00           80.00          3.00           0.00           3.05           
10        3         2012      23.00          32.20          0.00           76.00          4.50           0.00           3.45           
11        3         2012      22.80          31.20          0.00           85.00          4.50           2.00           3.76           
12        3         2012      19.20          32.40          0.00           78.00          7.50           2.00           4.76           
13        3         2012      19.80          32.40          8.00           80.00          6.50           2.00           4.46           
14        3         2012      23.00          30.30          29.00          70.00          1.00           1.00           2.95           
15        3         2012      23.00          30.00          0.00           70.00          7.40           1.00           4.49           
16        3         2012      23.80          31.20          0.00           78.00          6.00           2.00           4.38           
17        3         2012      22.80          32.00          16.00          77.00          5.50           2.00           4.33           
18        3         2012      22.80          32.20          0.00           83.00          6.00           2.00           4.25           
19        3         2012      21.90          30.00          38.00          86.00          0.50           0.00           2.24           
20        3         2012      22.00          26.00          9.00           93.00          0.00           0.00           2.04           
21        3         2012      21.00          27.40          6.00           92.00          0.00           1.00           2.09           
22        3         2012      22.20          30.00          0.00           80.00          4.80           1.00           3.63           
23        3         2012      23.40          31.00          0.00           86.00          4.00           1.00           3.41           
24        3         2012      22.80          31.40          0.00           87.00          8.00           1.00           4.45           
25        3         2012      22.60          31.90          0.00           82.00          6.50           1.00           4.14           
26        3         2012      22.00          30.00          12.00          86.00          5.00           1.00           3.55           
27        3         2012      23.00          31.40          1.00           79.00          8.00           2.00           4.73           
28        3         2012      20.00          31.40          0.00           80.00          8.00           1.00           4.38           
29        3         2012      23.00          31.30          3.00           81.00          8.00           1.00           4.47           
30        3         2012      23.40          32.10          0.00           83.00          7.00           1.00           4.25           
31        3         2012      22.00          30.80          63.00          89.00          4.00           3.00           3.38           
1         4         2012      21.80          31.20          0.00           90.00          5.00           0.00           3.45           
2         4         2012      22.00          31.20          7.00           87.00          7.00           1.00           4.05           
3         4         2012      22.90          32.20          68.00          87.00          5.50           1.00           3.75           
4         4         2012      22.20          30.10          7.00           84.00          7.00           1.00           4.00           
5         4         2012      22.20          31.60          0.00           85.00          3.50           1.00           3.20           
6         4         2012      21.80          32.00          20.00          82.00          5.50           1.00           3.75           
7         4         2012      22.00          31.60          2.00           85.00          5.00           1.00           3.55           
8         4         2012      22.20          32.20          0.00           85.00          6.50           1.00           3.96           
9         4         2012      22.00          32.40          0.00           77.00          8.00           2.00           4.71           
10        4         2012      22.70          33.00          13.00          83.00          7.00           2.00           4.35           
11        4         2012      21.20          32.00          6.00           85.00          6.50           1.00           3.88           
12        4         2012      22.20          31.80          0.00           83.00          4.00           2.00           3.52           
13        4         2012      23.00          31.40          26.00          82.00          6.50           1.00           3.92           
14        4         2012      23.80          32.10          8.00           84.00          6.50           1.00           3.95           
15        4         2012      22.40          32.20          3.00           84.00          6.50           1.00           3.90           
16        4         2012      23.20          32.40          0.00           86.00          6.00           1.00           3.77           
17        4         2012      22.40          33.00          3.00           84.00          7.50           1.00           4.18           
18        4         2012      23.20          32.30          0.00           82.00          7.50           1.00           4.17           
19        4         2012      22.80          32.60          0.00           79.00          8.00           1.00           4.31           
20        4         2012      21.40          32.40          0.00           78.00          8.00           1.00           4.25           
21        4         2012      19.90          31.20          0.00           82.00          8.00           1.00           4.05           
22        4         2012      20.90          31.40          0.00           81.00          7.50           1.00           3.98           
23        4         2012      21.00          32.00          0.00           80.00          8.00           1.00           4.14           
24        4         2012      22.90          32.00          0.00           80.00          7.00           1.00           3.96           
25        4         2012      23.40          33.00          0.00           78.00          8.00           1.00           4.30           
26        4         2012      21.40          32.00          0.00           78.00          8.00           1.00           4.14           
27        4         2012      21.40          31.60          0.00           82.00          8.00           1.00           4.05           
28        4         2012      21.40          32.40          0.00           80.00          6.50           1.00           3.78           
29        4         2012      21.60          33.00          3.00           84.00          6.50           1.00           3.76           
30        4         2012      22.80          30.80          9.00           90.00          3.80           1.00           2.92           
1         5         2012      23.00          31.60          0.00           80.00          8.00           1.00           4.08           
2         5         2012      20.40          32.00          0.00           83.00          8.00           1.60           4.08           
3         5         2012      23.00          33.00          0.00           78.00          7.50           2.00           4.36           
4         5         2012      22.40          32.80          0.00           82.00          4.50           2.00           3.54           
5         5         2012      23.20          32.00          14.00          84.00          7.50           2.00           4.05           
6         5         2012      22.00          31.60          0.00           84.00          4.00           1.00           3.04           
7         5         2012      22.20          31.00          39.00          84.00          5.00           1.00           3.22           
8         5         2012      22.00          31.40          0.00           82.00          6.50           1.00           3.58           
9         5         2012      20.20          32.40          0.00           78.00          8.00           2.00           4.27           
10        5         2012      21.60          31.00          0.00           83.00          7.00           1.60           3.73           
11        5         2012      21.80          30.60          0.00           82.00          6.00           1.00           3.39           
12        5         2012      22.00          30.20          4.00           82.00          7.00           2.00           3.76           
13        5         2012      22.60          28.00          3.00           93.00          0.00           1.00           1.80           
14        5         2012      23.60          29.20          0.00           88.00          0.30           1.00           2.01           
15        5         2012      22.20          32.40          7.00           84.00          5.70           1.00           3.38           
16        5         2012      22.20          32.80          6.00           83.00          8.00           1.60           4.03           
17        5         2012      22.40          32.00          0.00           86.00          6.30           1.60           3.53           
18        5         2012      22.70          32.80          15.00          85.00          7.00           1.60           3.76           
19        5         2012      23.20          31.80          0.00           83.00          7.50           2.00           3.92           
20        5         2012      21.40          31.00          0.00           83.00          8.00           2.00           3.89           
21        5         2012      21.20          30.60          0.00           74.00          8.00           2.00           4.13           
22        5         2012      22.00          30.60          0.00           74.00          8.00           2.00           4.14           
23        5         2012      21.80          30.40          0.00           80.00          8.00           2.00           3.92           
24        5         2012      22.00          30.20          0.00           76.00          8.00           2.00           4.03           
25        5         2012      20.00          30.80          0.00           78.00          8.00           2.00           3.95           
26        5         2012      22.00          33.00          0.00           77.00          8.00           2.00           4.23           
27        5         2012      21.80          30.50          0.00           83.00          7.00           2.00           3.61           
28        5         2012      21.90          33.20          0.00           80.00          8.00           2.00           4.13           
29        5         2012      21.00          30.80          0.00           74.00          8.00           0.00           3.28           
30        5         2012      22.80          30.40          0.00           81.00          8.00           1.60           3.78           
31        5         2012      21.40          30.20          0.00           84.00          4.50           2.00           3.06           
1         6         2012      21.00          31.00          0.00           77.00          7.60           2.00           3.90           
2         6         2012      20.20          30.00          0.00           75.00          5.50           2.00           3.51           
3         6         2012      19.60          32.40          0.00           76.00          8.00           1.00           3.72           
4         6         2012      18.40          30.30          0.00           74.00          8.00           1.00           3.55           
5         6         2012      19.70          32.50          0.00           74.00          8.00           1.00           3.74           
6         6         2012      21.40          33.20          0.00           80.00          8.00           1.00           3.77           
7         6         2012      22.60          31.10          0.00           86.00          1.50           1.00           2.26           
8         6         2012      21.20          32.40          0.00           82.00          0.00           1.00           2.08           
9         6         2012      22.30          32.60          5.00           86.00          8.00           1.00           3.67           
10        6         2012      23.20          31.60          0.00           86.00          3.50           1.00           2.69           
11        6         2012      22.10          33.20          28.00          90.00          0.50           1.00           2.04           
12        6         2012      21.70          31.40          0.00           79.00          4.50           1.00           2.97           
13        6         2012      20.00          32.30          0.00           74.00          8.00           1.00           3.70           
14        6         2012      20.80          30.60          0.00           81.00          8.00           1.00           3.52           
15        6         2012      18.60          32.40          0.00           80.00          8.00           0.00           3.23           
16        6         2012      19.00          31.60          0.00           81.00          7.00           1.00           3.35           
17        6         2012      21.20          33.00          0.00           82.00          8.00           0.00           3.39           
18        6         2012      20.10          30.80          0.00           80.00          8.00           2.00           3.78           
19        6         2012      22.90          31.60          0.00           79.00          6.50           1.00           3.38           
20        6         2012      23.00          30.10          0.00           84.00          1.50           2.00           2.48           
21        6         2012      21.50          30.60          0.00           84.00          3.50           2.00           2.86           
22        6         2012      20.00          30.20          0.00           80.00          7.50           1.00           3.38           
23        6         2012      19.80          31.20          0.00           75.00          8.00           1.00           3.59           
24        6         2012      18.40          30.60          0.00           72.00          8.00           0.00           3.04           
25        6         2012      18.40          30.80          0.00           80.00          8.00           3.00           3.99           
26        6         2012      19.60          30.50          0.00           80.00          6.50           1.00           3.22           
27        6         2012      20.00          29.00          0.00           83.00          4.50           2.00           2.95           
28        6         2012      20.80          29.00          0.00           78.00          6.00           2.00           3.38           
29        6         2012      18.00          29.20          0.00           80.00          8.00           1.00           3.36           
30        6         2012      19.20          29.60          0.00           82.00          8.00           1.00           3.40           
1         7         2012      19.40          29.00          0.00           78.00          8.00           3.00           3.91           
2         7         2012      20.40          29.60          0.00           80.00          8.00           1.00           3.47           
3         7         2012      20.20          29.00          0.00           78.00          6.50           1.00           3.19           
4         7         2012      17.60          29.00          0.00           80.00          8.00           1.00           3.35           
5         7         2012      18.40          30.40          0.00           79.00          8.00           1.00           3.49           
6         7         2012      20.20          32.00          0.00           81.00          4.00           1.00           2.86           
7         7         2012      20.40          29.60          0.00           76.00          4.00           2.00           3.18           
8         7         2012      19.60          29.20          0.00           80.00          3.00           3.00           3.09           
9         7         2012      19.60          31.80          0.00           78.00          7.00           1.00           3.46           
10        7         2012      21.20          28.00          0.00           80.00          2.50           1.00           2.44           
11        7         2012      18.60          29.20          0.00           82.00          3.00           1.00           2.51           
12        7         2012      18.60          29.20          0.00           81.00          7.00           1.00           3.25           
13        7         2012      22.30          30.00          4.00           77.00          8.00           1.00           3.66           
14        7         2012      22.00          28.00          0.00           91.00          0.50           1.00           1.87           
15        7         2012      21.00          28.00          0.00           84.00          0.50           1.00           2.01           
16        7         2012      20.20          29.80          0.00           84.00          8.00           1.00           3.51           
17        7         2012      22.00          29.20          1.00           75.00          5.50           1.00           3.18           
18        7         2012      21.80          30.00          10.00          92.00          0.50           0.00           1.83           
19        7         2012      23.00          28.20          0.00           86.00          0.50           1.00           2.01           
20        7         2012      19.40          27.30          0.00           85.00          3.50           1.00           2.52           
21        7         2012      19.80          30.80          0.00           81.00          8.00           1.00           3.64           
22        7         2012      19.60          30.00          0.00           80.00          6.50           1.00           3.32           
23        7         2012      17.80          29.40          0.00           76.00          8.00           1.00           3.57           
24        7         2012      21.20          30.00          0.00           82.00          8.00           0.00           3.45           
25        7         2012      17.60          29.20          0.00           80.00          6.00           0.00           2.84           
26        7         2012      19.40          29.00          0.00           78.00          8.00           0.00           3.30           
27        7         2012      19.20          30.00          0.00           76.00          8.00           0.00           3.32           
28        7         2012      19.00          32.00          0.00           79.00          8.00           2.00           4.10           
29        7         2012      18.60          29.20          0.00           80.00          6.00           2.00           3.46           
30        7         2012      18.20          30.00          0.00           80.00          8.00           1.00           3.64           
31        7         2012      18.10          29.40          0.00           80.00          8.00           1.00           3.61           
1         8         2012      17.80          29.80          0.00           78.00          8.00           2.00           3.94           
2         8         2012      19.60          29.00          0.00           80.00          8.00           2.00           3.86           
3         8         2012      20.00          29.40          0.00           81.00          8.00           2.00           3.88           
4         8         2012      20.00          30.40          0.00           78.00          5.50           2.00           3.62           
5         8         2012      19.80          32.00          0.00           74.00          7.50           2.00           4.27           
6         8         2012      21.00          32.30          0.00           78.00          8.00           2.00           4.30           
7         8         2012      17.60          34.40          0.00           80.00          8.00           2.00           4.42           
8         8         2012      18.40          30.60          0.00           75.00          8.00           2.00           4.20           
9         8         2012      19.20          30.00          0.00           76.00          8.00           2.00           4.14           
10        8         2012      20.20          31.00          0.00           77.00          8.00           2.00           4.24           
11        8         2012      20.20          30.50          0.00           78.00          6.50           2.00           3.88           
12        8         2012      18.00          32.00          0.00           77.00          8.00           2.00           4.32           
13        8         2012      18.40          29.30          0.00           82.00          8.00           1.00           3.74           
14        8         2012      18.10          29.00          0.00           78.00          6.00           2.00           3.66           
15        8         2012      17.60          30.80          0.00           74.00          8.00           2.00           4.32           
16        8         2012      18.40          30.00          0.00           76.00          6.00           2.00           3.83           
17        8         2012      18.40          31.40          0.00           78.00          7.60           2.00           4.21           
18        8         2012      18.80          30.80          0.00           79.00          8.00           2.00           4.22           
19        8         2012      18.90          32.60          0.00           70.00          8.00           2.00           4.70           
20        8         2012      17.20          32.40          0.00           67.00          8.00           2.00           4.76           
21        8         2012      22.00          31.30          0.00           76.00          7.50           2.00           4.37           
22        8         2012      19.00          31.00          0.00           75.00          8.00           2.00           4.42           
23        8         2012      18.00          30.40          0.00           70.00          8.00           2.00           4.50           
24        8         2012      21.40          31.20          0.00           72.00          8.00           2.00           4.61           
25        8         2012      19.20          30.00          0.00           74.00          5.50           2.00           3.91           
26        8         2012      21.80          30.00          0.00           81.00          4.00           2.00           3.41           
27        8         2012      22.40          29.60          0.00           80.00          4.50           2.00           3.54           
28        8         2012      20.60          29.00          0.00           83.00          6.00           2.00           3.68           
29        8         2012      19.60          29.40          0.00           80.00          7.00           2.00           4.00           
30        8         2012      18.60          31.40          0.00           75.00          8.00           2.00           4.54           
31        8         2012      20.00          30.60          0.00           80.00          8.00           2.00           4.34           
1         9         2012      19.20          31.20          0.00           75.00          8.00           1.00           4.22           
2         9         2012      18.40          32.20          0.00           75.00          8.00           1.00           4.29           
3         9         2012      19.00          31.60          0.00           77.00          5.00           1.00           3.57           
4         9         2012      20.80          32.00          0.00           76.00          8.00           1.00           4.36           
5         9         2012      21.30          32.40          0.00           74.00          8.00           2.00           4.80           
6         9         2012      20.20          31.00          0.00           76.00          8.00           2.00           4.58           
7         9         2012      21.00          32.30          0.00           78.00          6.50           2.00           4.34           
8         9         2012      21.30          33.10          0.00           76.00          8.00           2.00           4.84           
9         9         2012      18.60          32.20          0.00           75.00          8.00           2.00           4.73           
10        9         2012      19.80          32.00          0.00           78.00          8.00           2.00           4.65           
11        9         2012      20.20          32.20          0.00           75.00          8.00           2.00           4.78           
12        9         2012      20.00          31.00          0.00           74.00          8.00           2.00           4.70           
13        9         2012      19.80          30.80          0.00           78.00          8.00           2.00           4.56           
14        9         2012      20.50          30.00          0.00           78.00          7.50           2.00           4.40           
15        9         2012      21.10          33.80          0.00           75.00          8.00           2.00           5.01           
16        9         2012      20.20          34.20          0.00           75.00          8.00           1.00           4.65           
17        9         2012      19.80          31.60          0.00           82.00          6.00           1.00           3.88           
18        9         2012      23.00          33.20          0.00           75.00          8.00           2.00           5.02           
19        9         2012      23.10          31.40          0.00           78.00          7.50           2.00           4.65           
20        9         2012      21.40          32.20          0.00           79.00          8.00           2.00           4.76           
21        9         2012      21.80          35.00          0.00           74.00          8.00           2.00           5.24           
22        9         2012      20.30          31.80          0.00           74.00          8.00           2.00           4.87           
23        9         2012      20.70          32.60          0.00           74.00          8.00           2.00           4.97           
24        9         2012      21.00          31.60          0.00           79.00          8.00           2.00           4.73           
25        9         2012      22.20          31.40          0.00           76.00          7.50           2.00           4.73           
26        9         2012      21.20          29.60          0.00           83.00          1.50           2.00           2.94           
27        9         2012      20.40          29.90          0.00           80.00          5.00           1.00           3.64           
28        9         2012      20.30          31.80          0.00           77.00          7.50           2.00           4.70           
29        9         2012      19.80          32.80          0.00           77.00          8.00           1.00           4.61           
30        9         2012      20.20          30.30          0.00           78.00          8.00           2.00           4.65           
1         10        2012      20.60          34.20          2.00           76.00          8.00           2.00           5.13           
2         10        2012      20.90          33.00          0.00           78.00          8.00           2.00           4.95           
3         10        2012      23.00          32.60          0.00           78.00          8.00           2.00           4.97           
4         10        2012      21.40          32.80          0.00           76.00          8.00           2.00           5.02           
5         10        2012      23.20          34.20          0.00           73.00          8.00           2.00           5.31           
6         10        2012      22.20          33.40          0.00           69.00          8.00           2.00           5.34           
7         10        2012      23.40          34.00          0.00           72.00          8.00           2.00           5.34           
8         10        2012      23.80          31.30          35.00          86.00          5.00           2.00           3.88           
9         10        2012      23.00          33.00          0.00           80.00          8.00           1.00           4.77           
10        10        2012      21.20          32.40          1.00           77.00          8.00           2.00           4.96           
11        10        2012      21.00          32.60          0.00           75.00          8.00           2.00           5.05           
12        10        2012      21.20          32.80          12.00          82.00          5.00           1.00           3.88           
13        10        2012      21.20          33.00          0.00           76.00          8.00           2.00           5.07           
14        10        2012      24.20          34.70          0.00           76.00          8.00           2.00           5.33           
15        10        2012      23.00          34.20          2.00           78.00          7.00           2.00           4.93           
16        10        2012      23.30          33.00          0.00           78.00          8.00           2.00           5.07           
17        10        2012      22.40          33.60          0.00           79.00          6.00           1.00           4.29           
18        10        2012      22.60          33.00          9.00           78.00          7.00           2.00           4.81           
19        10        2012      23.80          32.40          0.00           79.00          7.00           2.00           4.76           
20        10        2012      22.40          31.60          0.00           74.00          6.00           2.00           4.57           
21        10        2012      22.00          33.00          0.00           76.00          8.00           1.00           4.81           
22        10        2012      20.40          33.00          0.00           70.00          8.00           1.00           4.82           
23        10        2012      21.00          25.60          0.00           72.00          8.00           1.00           4.31           
24        10        2012      22.00          31.60          0.00           80.00          8.00           1.00           4.66           
25        10        2012      21.60          33.60          0.00           73.00          8.00           2.00           5.26           
26        10        2012      22.00          34.80          0.00           76.00          8.00           2.00           5.31           
27        10        2012      21.40          34.00          0.00           72.00          7.00           1.00           4.66           
28        10        2012      21.40          34.00          0.00           80.00          4.00           1.00           3.75           
29        10        2012      22.40          33.20          17.00          78.00          5.50           1.00           4.16           
30        10        2012      22.20          33.60          1.00           78.00          6.50           1.00           4.45           
31        10        2012      22.20          34.00          0.00           77.00          6.00           1.00           4.35           
1         11        2012      22.60          33.00          0.00           84.00          6.00           0.00           4.01           
2         11        2012      23.20          33.20          5.00           76.00          5.50           0.00           3.82           
3         11        2012      23.30          32.80          5.00           78.00          5.00           0.00           3.68           
4         11        2012      22.40          32.60          0.00           80.00          6.50           0.00           4.09           
5         11        2012      23.80          32.40          0.00           82.00          5.80           0.00           3.96           
6         11        2012      23.00          33.30          0.00           81.00          5.50           0.00           3.86           
7         11        2012      23.20          28.60          5.00           86.00          2.00           1.00           2.87           
8         11        2012      23.00          32.60          0.00           80.00          4.50           0.00           3.53           
9         11        2012      23.40          33.60          0.00           76.00          7.00           2.00           4.97           
10        11        2012      23.80          33.80          0.00           76.00          6.50           0.00           4.16           
11        11        2012      23.60          33.20          0.00           80.00          7.00           0.00           4.31           
12        11        2012      23.00          33.60          0.00           76.00          7.50           0.00           4.40           
13        11        2012      23.00          30.00          0.00           77.00          6.50           1.00           4.24           
14        11        2012      23.20          34.00          0.00           85.00          4.00           1.00           3.70           
15        11        2012      23.20          33.80          10.00          80.00          7.00           1.00           4.60           
16        11        2012      23.00          35.20          0.00           86.00          5.00           1.00           4.04           
17        11        2012      22.80          33.60          35.00          81.00          6.50           1.00           4.42           
18        11        2012      23.20          31.00          9.00           85.00          4.00           1.00           3.53           
19        11        2012      23.40          30.20          6.00           88.00          2.00           1.00           2.90           
20        11        2012      23.20          30.60          17.00          82.00          6.00           2.00           4.23           
21        11        2012      23.00          30.00          0.00           84.00          1.00           1.00           2.70           
22        11        2012      22.80          29.00          1.00           86.00          0.50           1.00           2.49           
23        11        2012      23.20          32.60          8.00           88.00          2.30           1.00           3.09           
24        11        2012      23.00          33.00          6.00           88.00          2.50           1.00           3.16           
25        11        2012      22.00          31.40          38.00          84.00          2.00           1.00           3.01           
26        11        2012      23.60          33.00          0.00           81.00          5.00           1.00           3.98           
27        11        2012      23.30          32.80          0.00           79.00          6.00           1.00           4.26           
28        11        2012      21.60          32.40          5.00           94.00          5.00           1.00           3.68           
29        11        2012      23.20          30.00          59.00          82.00          6.50           1.00           4.17           
30        11        2012      23.00          33.00          0.00           80.00          6.50           1.00           4.38           
1         12        2012      22.10          33.40          2.00           84.00          7.00           0.00           4.28           
2         12        2012      23.00          31.80          8.00           87.00          1.50           0.00           2.66           
3         12        2012      22.60          31.20          7.00           90.00          3.00           0.00           3.09           
4         12        2012      22.60          31.80          0.00           87.00          4.00           0.00           3.38           
5         12        2012      22.20          31.80          28.00          86.00          2.00           0.00           2.78           
6         12        2012      22.40          31.40          33.00          92.00          3.00           0.00           3.10           
7         12        2012      22.40          33.40          16.00          87.00          5.50           0.00           3.87           
8         12        2012      22.60          32.20          2.00           86.00          4.50           0.00           3.53           
9         12        2012      23.80          33.10          73.00          88.00          6.00           0.00           4.08           
10        12        2012      21.80          31.80          0.00           92.00          3.50           0.00           3.24           
11        12        2012      22.50          32.20          88.00          88.00          2.50           0.00           2.95           
12        12        2012      22.20          32.00          4.00           86.00          5.00           0.00           3.65           
13        12        2012      22.20          31.20          40.00          87.00          3.50           0.00           3.20           
14        12        2012      22.80          34.60          5.00           83.00          1.50           0.00           2.71           
15        12        2012      22.00          34.00          11.00          85.00          4.50           0.00           3.57           
16        12        2012      22.20          32.20          3.00           86.00          4.20           0.00           3.43           
17        12        2012      23.40          34.10          26.00          86.00          5.00           0.00           3.78           
18        12        2012      23.00          31.40          34.00          86.00          5.50           0.00           3.81           
19        12        2012      22.40          31.20          10.00          87.00          5.50           2.00           3.95           
20        12        2012      23.80          32.40          0.00           80.00          8.00           0.00           4.55           
21        12        2012      22.20          28.20          32.00          92.00          0.20           2.00           2.28           
22        12        2012      23.50          33.00          23.00          86.00          5.00           0.00           3.75           
23        12        2012      22.60          32.30          3.00           86.00          5.00           0.00           3.68           
24        12        2012      23.20          32.20          10.00          87.00          5.00           0.00           3.71           
25        12        2012      22.30          33.40          4.00           86.00          4.50           0.00           3.57           
26        12        2012      22.20          32.60          0.00           85.00          5.00           0.00           3.67           
27        12        2012      22.60          32.40          38.00          88.00          2.00           1.00           2.98           
28        12        2012      24.00          31.40          16.00          84.00          5.50           1.00           3.99           
29        12        2012      23.40          33.40          0.00           84.00          6.50           1.00           4.37           
30        12        2012      23.20          31.60          0.00           91.00          4.00           0.00           3.43           
31        12        2012      23.60          32.00          8.00           88.00          5.00           0.00           3.73           
